,ecli,drug,relevant_countries,volume,volume_type,general_drug_type,general_volume_type,countries_present,verdict_date
111,ECLI:NL:RBGEL:2016:6496,pmk,[],N/A,N/A,precursor,undefined,"{'Italy': ['Italië'], 'Belgium': ['België', 'Leuven']}",2016-01-12
112,ECLI:NL:RBGEL:2016:6496,drugs,[],N/A,N/A,unspecified,undefined,"{'Italy': ['Italië'], 'Belgium': ['België', 'Leuven']}",2016-01-12
113,ECLI:NL:RBNHO:2020:4762,cocaïne,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Aruba': ['Aruba'], 'Italy': ['Italië'], 'Spain': ['Spanje']}",2020-05-26
114,ECLI:NL:RBGEL:2016:6494,mdma,"['Belgium', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven'], 'Poland': ['Polen']}",2016-01-12
115,ECLI:NL:RBGEL:2016:6494,pmk,['Belgium'],N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Leuven'], 'Poland': ['Polen']}",2016-01-12
116,ECLI:NL:RBGEL:2016:6494,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['België', 'Leuven'], 'Poland': ['Polen']}",2016-01-12
117,ECLI:NL:RBGEL:2016:6494,2c-b,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven'], 'Poland': ['Polen']}",2016-01-12
118,ECLI:NL:RBGEL:2016:6494,metamfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven'], 'Poland': ['Polen']}",2016-01-12
119,ECLI:NL:RBGEL:2016:6494,amfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven'], 'Poland': ['Polen']}",2016-01-12
120,ECLI:NL:GHAMS:2021:3549,drugs,[],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['Engeland', 'Londen', 'Groot-Brittannië', 'Killingholme', 'Verenigd Koninkrijk!'], 'Ireland': ['Ierland']}",2021-11-17
121,ECLI:NL:RBNHO:2020:2746,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Singapore': ['Montfort'], 'Australia': ['-3054'], 'Syria': ['Syrië']}",2020-10-04
122,ECLI:NL:RBNHO:2020:2746,heroïne,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Singapore': ['Montfort'], 'Australia': ['-3054'], 'Syria': ['Syrië']}",2020-10-04
123,ECLI:NL:RBNHO:2020:2746,mdma,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Singapore': ['Montfort'], 'Australia': ['-3054'], 'Syria': ['Syrië']}",2020-10-04
124,ECLI:NL:RBNHO:2020:2747,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië']}",2020-10-04
125,ECLI:NL:RBNHO:2020:2747,heroïne,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië']}",2020-10-04
126,ECLI:NL:RBNHO:2020:2747,mdma,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië']}",2020-10-04
127,ECLI:NL:RBNHO:2020:2748,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië']}",2020-10-04
128,ECLI:NL:RBNHO:2020:2748,heroïne,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië']}",2020-10-04
129,ECLI:NL:RBNHO:2020:2748,mdma,[],N/A,N/A,harddrugs,undefined,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië']}",2020-10-04
130,ECLI:NL:GHSHE:2018:2676,mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Maasmechelen', 'België']}",2018-06-20
131,ECLI:NL:GHSHE:2018:2676,amfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['Maasmechelen', 'België']}",2018-06-20
132,ECLI:NL:RBGEL:2016:6468,mdma,"['Belgium', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven'], 'United Kingdom': ['A14'], 'Germany': ['Welbergen'], 'United States': ['.174'], 'Poland': ['Polen']}",2016-01-12
133,ECLI:NL:RBGEL:2016:6468,pmk,"['Belgium', 'Netherlands']",N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Leuven'], 'United Kingdom': ['A14'], 'Germany': ['Welbergen'], 'United States': ['.174'], 'Poland': ['Polen']}",2016-01-12
134,ECLI:NL:RBGEL:2016:6468,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['België', 'Leuven'], 'United Kingdom': ['A14'], 'Germany': ['Welbergen'], 'United States': ['.174'], 'Poland': ['Polen']}",2016-01-12
135,ECLI:NL:RBGEL:2016:6495,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg']}",2016-01-12
136,ECLI:NL:RBGEL:2016:6495,mdma,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg']}",2016-01-12
137,ECLI:NL:RBGRO:2009:BI0982,amfetamine,['Germany'],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2009-09-04
138,ECLI:NL:RBGRO:2009:BI0982,mdma,['Germany'],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2009-09-04
139,ECLI:NL:RBGRO:2009:BI0982,cocaïne,['Germany'],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2009-09-04
140,ECLI:NL:RBGRO:2009:BI0982,drugs,['Germany'],N/A,N/A,unspecified,undefined,{'Germany': ['Duitsland']},2009-09-04
141,ECLI:NL:RBGRO:2009:BI0982,speed,['Germany'],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2009-09-04
142,ECLI:NL:RBGRO:2009:BI0982,xtc,['Germany'],N/A,N/A,harddrugs,undefined,{'Germany': ['Duitsland']},2009-09-04
143,ECLI:NL:RBAMS:2021:855,drugs,[],N/A,N/A,unspecified,undefined,"{'Poland': ['Wrocław', 'Polen']}",2021-04-03
144,ECLI:NL:RBLIM:2013:11777,amfetamine,"['Germany', 'Spain']",20,kilo,harddrugs,kg,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
145,ECLI:NL:RBLIM:2013:11777,xtc-tabletten,['Germany'],20,kilo,harddrugs,kg,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
146,ECLI:NL:RBLIM:2013:11777,cafeïne,['Germany'],20,kilo,unspecified,kg,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
147,ECLI:NL:RBLIM:2013:11777,drugs,[],51609,gram,unspecified,gr,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
148,ECLI:NL:RBLIM:2013:11777,xtc,['Spain'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
149,ECLI:NL:RBLIM:2013:11777,mdma,['Germany'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
150,ECLI:NL:RBLIM:2013:11777,tabletten,['Germany'],N/A,N/A,unspecified,undefined,"{'Germany': ['Duitsland', 'Bitburg', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Spain': ['Mallorca', 'Spanje'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'United States': ['Zimberlin']}",2013-12-13
151,ECLI:NL:RBLIM:2013:12372,amfetamine,"['Germany', 'Spain']",twintig,kilo,harddrugs,kg,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
152,ECLI:NL:RBLIM:2013:12372,xtc-tabletten,['Germany'],20,kilo,harddrugs,kg,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
153,ECLI:NL:RBLIM:2013:12372,cafeïne,['Germany'],20,kilo,unspecified,kg,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
154,ECLI:NL:RBLIM:2013:12372,drugs,[],51609,gram,unspecified,gr,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
155,ECLI:NL:RBLIM:2013:12372,xtc,['Spain'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
156,ECLI:NL:RBLIM:2013:12372,tabletten,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
157,ECLI:NL:RBLIM:2013:12372,mdma,[],N/A,N/A,harddrugs,undefined,"{'Germany': ['Bitburg', 'Duitsland', 'Aken', 'Herzogenrath', 'Duitsland.38', 'Hagen'], 'Vietnam': ['hem”136'], 'Belgium': ['België', 'Tongeren'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
158,ECLI:NL:RBLIM:2013:12370,amfetamine,"['Germany', 'Spain']",20,kilo,harddrugs,kg,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
159,ECLI:NL:RBLIM:2013:12370,xtc-tabletten,['Germany'],20,kilo,harddrugs,kg,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
160,ECLI:NL:RBLIM:2013:12370,cafeïne,['Germany'],20,kilo,unspecified,kg,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
161,ECLI:NL:RBLIM:2013:12370,drugs,[],51609,gram,unspecified,gr,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
162,ECLI:NL:RBLIM:2013:12370,xtc,['Spain'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
163,ECLI:NL:RBLIM:2013:12370,tabletten,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
164,ECLI:NL:RBLIM:2013:12370,mdma,[],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Venlosesteenweg', 'Tongeren'], 'Germany': ['Duitsland', 'Aken', 'Hagen'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca', 'Spanje']}",2013-12-13
165,ECLI:NL:RBLIM:2013:12378,amfetamine,['Spain'],twintig,kilo,harddrugs,kg,"{'Germany': ['Aken', 'Duitsland', 'Herzogenrath', 'Hagen'], 'Czechia': ['Donov'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca'], 'Belgium': ['België']}",2013-12-13
166,ECLI:NL:RBLIM:2013:12378,xtc,['Spain'],N/A,N/A,harddrugs,undefined,"{'Germany': ['Aken', 'Duitsland', 'Herzogenrath', 'Hagen'], 'Czechia': ['Donov'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Spain': ['Mallorca'], 'Belgium': ['België']}",2013-12-13
167,ECLI:NL:GHSHE:2009:BH2779,amfetamine,['Netherlands'],tien,kilogram,harddrugs,kg,"{'Germany': ['Bondsrepubliek Duitsland', 'Duitsland']}",2009-12-02
168,ECLI:NL:GHSHE:2009:BH2779,xtc-pillen,['Netherlands'],tien,kilogram,harddrugs,kg,"{'Germany': ['Bondsrepubliek Duitsland', 'Duitsland']}",2009-12-02
169,ECLI:NL:GHSHE:2009:BH2779,mdma,['Netherlands'],tien,kilogram,harddrugs,kg,"{'Germany': ['Bondsrepubliek Duitsland', 'Duitsland']}",2009-12-02
170,ECLI:NL:GHSHE:2009:BH2779,drugs,"['Germany', 'Netherlands']",N/A,N/A,unspecified,undefined,"{'Germany': ['Bondsrepubliek Duitsland', 'Duitsland']}",2009-12-02
171,ECLI:NL:RBOBR:2017:3064,mdma,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Spain': ['Spanje'], 'Morocco': ['Marokko']}",2017-02-06
172,ECLI:NL:RBOBR:2017:3064,amfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België'], 'Spain': ['Spanje'], 'Morocco': ['Marokko']}",2017-02-06
173,ECLI:NL:OGEAC:2015:17,cocaïne,[],58710,gram,harddrugs,gr,{'Curaçao': ['Curaçao']},2015-10-30
174,ECLI:NL:GHSHE:2004:AR8282,drugs,[],N/A,N/A,unspecified,undefined,"{'France': ['Frankrijk'], 'Spain': ['Spanje'], 'Mexico': ['Dictamen']}",2004-12-22
175,ECLI:NL:RBZWB:2022:1523,amfetamine,[],08,liter,harddrugs,liter,"{'Belgium': ['België', 'Turnhout']}",2022-03-28
176,ECLI:NL:RBZWB:2022:1523,methanol,[],8,liter,precursor,liter,"{'Belgium': ['België', 'Turnhout']}",2022-03-28
177,ECLI:NL:RBZWB:2022:1523,drugs,[],8,liter,unspecified,liter,"{'Belgium': ['België', 'Turnhout']}",2022-03-28
178,ECLI:NL:RBNHO:2013:10220,heroïne,"['Afghanistan', 'Netherlands']",10,kilo,harddrugs,kg,"{'Afghanistan': ['Kabul', 'Afghanistan']}",2013-10-23
179,ECLI:NL:RBNHO:2013:10220,drugs,"['Afghanistan', 'Netherlands']",10,kilo,unspecified,kg,"{'Afghanistan': ['Kabul', 'Afghanistan']}",2013-10-23
180,ECLI:NL:OGHNAA:2010:BM7498,cocaïne,['Curaçao'],N/A,N/A,harddrugs,undefined,{'Curaçao': ['Curaçao']},2010-05-20
181,ECLI:NL:OGHNAA:2010:BM7498,drugs,['Curaçao'],N/A,N/A,unspecified,undefined,{'Curaçao': ['Curaçao']},2010-05-20
182,ECLI:NL:RBZWB:2022:1514,methanol,['Belgium'],08,liter,precursor,liter,"{'Belgium': ['België', 'Turnhout']}",2022-03-28
183,ECLI:NL:RBZWB:2022:1514,amfetamine,['Belgium'],08,liter,harddrugs,liter,"{'Belgium': ['België', 'Turnhout']}",2022-03-28
184,ECLI:NL:PHR:2020:903,apaan,"['China', 'Netherlands']",N/A,N/A,precursor,undefined,"{'China': ['China'], 'Hungary': ['Hongarije']}",2020-08-25
185,ECLI:NL:RBOVE:2022:1125,heroïne,[],385,kilogram,harddrugs,kg,"{'Canada': ['Canada'], 'United States': ['Eufaula'], 'Belgium': ['Zuid-', 'Antwerpen', 'België'], 'Colombia': ['Colombia'], 'South Africa': ['Zuid-Afrika'], 'Norway': ['Bergen'], 'Spain': ['Spanje']}",2022-04-26
186,ECLI:NL:OGHACMB:2010:BP2889,drugs,[],N/A,N/A,unspecified,undefined,"{'Aruba': ['Aruba Curaçao Sint'], 'Curaçao': ['Curaçao'], 'Ecuador': ['Guayaquil'], 'Colombia': ['Colombia'], 'United States': ['D.C.']}",2010-12-16
187,ECLI:NL:RBGEL:2016:6469,mdma,"['Belgium', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
188,ECLI:NL:RBGEL:2016:6469,pmk,['Belgium'],N/A,N/A,precursor,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
189,ECLI:NL:RBGEL:2016:6469,drugs,[],N/A,N/A,unspecified,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
190,ECLI:NL:RBGEL:2016:6469,harddrugs,"['Belgium', 'Netherlands']",N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
191,ECLI:NL:RBGEL:2016:6469,2c-b,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
192,ECLI:NL:RBGEL:2016:6469,metamfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
193,ECLI:NL:RBGEL:2016:6469,amfetamine,['Netherlands'],N/A,N/A,harddrugs,undefined,"{'Belgium': ['België', 'Leuven', 'Den Berg'], 'Poland': ['Polen']}",2016-01-12
194,ECLI:NL:GHAMS:2019:5125,mdma,"['Netherlands', 'Japan']",N/A,N/A,harddrugs,undefined,"{'Japan': ['Japan'], 'United States': ['Los Angeles'], 'Ireland': ['Dublin'], 'Indonesia': ['Indonesië']}",2019-04-07
195,ECLI:NL:GHAMS:2019:5125,34-methyleendioxymethamfetamine,"['Netherlands', 'Japan']",N/A,N/A,harddrugs,undefined,"{'Japan': ['Japan'], 'United States': ['Los Angeles'], 'Ireland': ['Dublin'], 'Indonesia': ['Indonesië']}",2019-04-07
196,ECLI:NL:GHAMS:2019:5125,pillen,"['Netherlands', 'Japan']",N/A,N/A,unspecified,undefined,"{'Japan': ['Japan'], 'United States': ['Los Angeles'], 'Ireland': ['Dublin'], 'Indonesia': ['Indonesië']}",2019-04-07
197,ECLI:NL:GHAMS:2019:5125,xtc-pillen,['Japan'],N/A,N/A,harddrugs,undefined,"{'Japan': ['Japan'], 'United States': ['Los Angeles'], 'Ireland': ['Dublin'], 'Indonesia': ['Indonesië']}",2019-04-07
198,ECLI:NL:RBLIM:2018:3476,cocaïne,"['Dominican Republic', 'Netherlands']",419,kg,harddrugs,kg,"{'Belgium': ['Henegouwen', 'België', 'Antwerpen', '2018 Antwerpen', 'Maaseik', 'Maasmechelen', 'maaseik', 'mechelen', 'Belgium', 'Belgica', 'Tongeren', 'Dilsen-Stokkem', 'Lokeren', 'Belgie'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek', 'Santa Domingo', 'Santo Domingo', 'Dominicaanse Republiek Curaçao'], 'Ecuador': ['Ecuador', 'Equador'], 'Germany': ['Kröv', 'Duitsland'], 'Spain': ['Spanje', 'Barcelona', 'spanje'], 'Mexico': ['San Cristobal', 'Mexico'], 'Colombia': ['Colombia'], 'Suriname': ['Suriname'], 'Ireland': ['Ierland']}",2018-03-29
199,ECLI:NL:OGHACMB:2013:CA0522,cocaïne,"['Curaçao', 'Netherlands', 'Belgium']",N/A,N/A,harddrugs,undefined,"{'Aruba': ['Aruba Curaçao Sint Maarten', 'Aruba'], 'Curaçao': ['Curaçao', 'Otrabanda', 'Curoil'], 'Belgium': ['Eisden'], 'Bermuda': ['Bermuda'], 'United States': ['FL.'], 'Dominican Republic': ['Dominicaanse Republiek']}",2013-05-16
200,ECLI:NL:GHAMS:2011:BQ8115,cocaïne,"['Netherlands', 'Brazil', 'Finland', 'Portugal']",893930,gram,harddrugs,gr,"{'Brazil': ['Sao Paolo', 'Brazilië', 'Paulo'], 'Portugal': ['Lissabon', 'Portugal'], 'Spain': ['Spanje'], 'Romania': ['Roemenië'], 'Nigeria': ['Lagos', 'Nigeria']}",2011-01-27
201,ECLI:NL:RBAMS:2021:6892,cocaïne,[],N/A,N/A,harddrugs,undefined,{'United States': ['wv']},2021-11-26
202,ECLI:NL:RBARN:2012:BW1082,cocaïne,[],100,gram,harddrugs,gr,{'United States': ['Kentucky']},2012-06-04
203,ECLI:NL:OGEAC:2015:9,cocaïne,[],N/A,N/A,harddrugs,undefined,"{'Colombia': ['Colombia'], 'Curaçao': ['Curaçao', 'Montana Rey'], 'Sint Maarten': ['Sint Maarten'], 'United States': ['Santa Maria']}",2015-10-06
204,ECLI:NL:OGEAC:2015:9,drugs,[],N/A,N/A,unspecified,undefined,"{'Colombia': ['Colombia'], 'Curaçao': ['Curaçao', 'Montana Rey'], 'Sint Maarten': ['Sint Maarten'], 'United States': ['Santa Maria']}",2015-10-06
205,ECLI:NL:RBLIM:2021:5458,mdma,[],N/A,N/A,harddrugs,undefined,"{'Germany': ['Duitsland', 'Viersen', 'gemeente Viersen', 'Alsdorf', 'Unna'], 'United States': ['Chicanos'], 'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Belgium': ['Borgloon', 'België'], 'Austria': ['Eichenerstrasse'], 'United Kingdom': ['Engeland'], 'Portugal': ['Portugal']}",2021-09-07
206,ECLI:NL:RBLIM:2021:5458,amfetamine,[],N/A,N/A,harddrugs,undefined,"{'Germany': ['Duitsland', 'Viersen', 'gemeente Viersen', 'Alsdorf', 'Unna'], 'United States': ['Chicanos'], 'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Belgium': ['Borgloon', 'België'], 'Austria': ['Eichenerstrasse'], 'United Kingdom': ['Engeland'], 'Portugal': ['Portugal']}",2021-09-07
207,ECLI:NL:RBLIM:2021:5458,drugs,[],N/A,N/A,unspecified,undefined,"{'Germany': ['Duitsland', 'Viersen', 'gemeente Viersen', 'Alsdorf', 'Unna'], 'United States': ['Chicanos'], 'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Belgium': ['Borgloon', 'België'], 'Austria': ['Eichenerstrasse'], 'United Kingdom': ['Engeland'], 'Portugal': ['Portugal']}",2021-09-07
208,ECLI:NL:RBLIM:2021:5458,hennep,[],N/A,N/A,softdrugs,undefined,"{'Germany': ['Duitsland', 'Viersen', 'gemeente Viersen', 'Alsdorf', 'Unna'], 'United States': ['Chicanos'], 'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Belgium': ['Borgloon', 'België'], 'Austria': ['Eichenerstrasse'], 'United Kingdom': ['Engeland'], 'Portugal': ['Portugal']}",2021-09-07
209,ECLI:NL:RBOVE:2021:2606,drugs,"['Germany', 'Netherlands']",N/A,N/A,unspecified,undefined,"{'Poland': ['Polen'], 'Germany': ['Duitsland']}",2021-06-29
210,ECLI:NL:RBAMS:2017:3256,drugs,['Belgium'],N/A,N/A,unspecified,undefined,"{'United Kingdom': ['TA15'], 'Belgium': ['België', 'Antwerpen', 'Brussel']}",2017-05-16
211,ECLI:NL:RBAMS:2017:3256,harddrugs,['Belgium'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['TA15'], 'Belgium': ['België', 'Antwerpen', 'Brussel']}",2017-05-16
212,ECLI:NL:RBAMS:2017:3256,crystal,['Belgium'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['TA15'], 'Belgium': ['België', 'Antwerpen', 'Brussel']}",2017-05-16
213,ECLI:NL:RBAMS:2017:3256,methamfetamine,['Belgium'],N/A,N/A,harddrugs,undefined,"{'United Kingdom': ['TA15'], 'Belgium': ['België', 'Antwerpen', 'Brussel']}",2017-05-16
214,ECLI:NL:RBROT:2012:BY6936,cocaïne,"['Netherlands', 'Ecuador']",N/A,N/A,harddrugs,undefined,"{'Ecuador': ['Ecuador', 'Guayaquil']}",2012-12-20
215,ECLI:NL:GHSHE:2009:BH0704,methanol,['Netherlands'],N/A,N/A,precursor,undefined,{'Belgium': ['België']},2009-01-22
216,ECLI:NL:RBNNE:2017:2999,drugs,"['Netherlands', 'Ecuador', 'United Kingdom']",N/A,N/A,unspecified,undefined,"{'Ecuador': ['Ecuador', 'Machala', 'Guayaquil'], 'Turkey': ['Turkije'], 'Greece': ['Griekenland'], 'United Kingdom': ['Londen', 'Engeland'], 'Panama': ['Panama'], 'Curaçao': ['Curaçao'], 'United States': ['New York']}",2017-07-27
217,ECLI:NL:RBNNE:2017:2999,cocaïne,['Panama'],1.5,kilo,harddrugs,kg,"{'Ecuador': ['Ecuador', 'Machala', 'Guayaquil'], 'Turkey': ['Turkije'], 'Greece': ['Griekenland'], 'United Kingdom': ['Londen', 'Engeland'], 'Panama': ['Panama'], 'Curaçao': ['Curaçao'], 'United States': ['New York']}",2017-07-27
